################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4863126993072165E-01 a      1071     1    15     2    21
  2.6661473536998010E-02 a      1072     1    15     2    22
  1.7515948369300141E-01 a      1073     1    15     2    23
 -1.4858361592233795E-02 a      1074     1    15     2    24
  2.3705537953115280E-01 a      1075     1    15     2    25
 -3.0319432145110481E-01 a      1076     1    16     2     1
  2.5297627307501730E-01 a      1077     1    16     2     2
 -3.2164702233589337E-01 a      1078     1    16     2     3
  2.8559224813393147E-01 a      1079     1    16     2     4
  4.0857331639066996E-01 a      1080     1    16     2     5
  9.0052034496693550E-02 a      1081     1    16     2     6
 -2.0026101505467439E-01 a      1082     1    16     2     7
  2.3499887204228934E-01 a      1083     1    16     2     8
  1.9234942257098203E-01 a      1084     1    16     2     9
  1.0116527804922484E-01 a      1085     1    16     2    10
  5.2216606638265703E-02 a      1086     1    16     2    11
  4.1321279725496685E-01 a      1087     1    16     2    12
  4.1026315128488994E-01 a      1088     1    16     2    13
  1.5353262635557852E-01 a      1089     1    16     2    14
 -1.3068368594480267E-01 a      1090     1    16     2    15
  5.5578961849452782E-02 a      1091     1    16     2    16
 -1.5121667787939672E-01 a      1092     1    16     2    17
  2.0466565464491729E-01 a      1093     1    16     2    18
  1.9103290600254542E-02 a      1094     1    16     2    19
 -4.7387635732976288E-02 a      1095     1    16     2    20
 -2.6795391914736333E-01 a      1096     1    16     2    21
  7.1744883368898490E-02 a      1097     1    16     2    22
  8.2127220225504394E-02 a      1098     1    16     2    23
  4.5907770879413384E-01 a      1099     1    16     2    24
 -5.7114409712845766E-02 a      1100     1    16     2    25
 -2.3776195370880102E-01 a      1101     1    17     2     1
 -1.3538189061678077E-02 a      1102     1    17     2     2
  2.3892867100999554E-01 a      1103     1    17     2     3
  3.5833949574518725E-01 a      1104     1    17     2     4
  5.8746023806661621E-02 a      1105     1    17     2     5
  6.4426130350738377E-03 a      1106     1    17     2     6
 -1.6235567991154157E-01 a      1107     1    17     2     7
  3.3784194852726677E-02 a      1108     1    17     2     8
  3.2328189561367113E-02 a      1109     1    17     2     9
  4.9784490678695059E-01 a      1110     1    17     2    10
  1.4726974466437823E-01 a      1111     1    17     2    11
 -1.1335151696078857E-01 a      1112     1    17     2    12
 -2.9929147331751026E-02 a      1113     1    17     2    13
 -3.5271675922906276E-01 a      1114     1    17     2    14
  1.3351951871927489E-01 a      1115     1    17     2    15
 -2.1316782237018897E-01 a      1116     1    17     2    16
  6.3891294130078158E-02 a      1117     1    17     2    17
  1.4652322949538288E-01 a      1118     1    17     2    18
 -1.9178316708665041E-02 a      1119     1    17     2    19
 -4.5678770008474412E-01 a      1120     1    17     2    20
  6.5630960597690802E-02 a      1121     1    17     2    21
  1.8189905381793384E-01 a      1122     1    17     2    22
 -7.3458893056624758E-02 a      1123     1    17     2    23
 -6.9976126791596163E-02 a      1124     1    17     2    24
 -8.3150606888925144E-02 a      1125     1    17     2    25
  2.0889407299696722E-01 a      1126     1    18     2     1
  1.7454624341532982E-01 a      1127     1    18     2     2
  2.2433310438115248E-01 a      1128     1    18     2     3
 -4.8116139295405647E-01 a      1129     1    18     2     4
  1.0707133026225253E-01 a      1130     1    18     2     5
 -6.1400953578435802E-01 a      1131     1    18     2     6
 -3.4061983940967301E-02 a      1132     1    18     2     7
 -1.5921252652115817E-01 a      1133     1    18     2     8
 -3.9640939010019183E-01 a      1134     1    18     2     9
  1.1920851035542240E-01 a      1135     1    18     2    10
  1.4746101804740644E-01 a      1136     1    18     2    11
  2.8911230634556728E-01 a      1137     1    18     2    12
 -1.8501006255078969E-01 a      1138     1    18     2    13
 -1.5954070466685077E-01 a      1139     1    18     2    14
 -2.1742234455796254E-02 a      1140     1    18     2    15
  1.8459119845029365E-02 a      1141     1    18     2    16
  1.7129747796283876E-01 a      1142     1    18     2    17
  3.9817910655130559E-02 a      1143     1    18     2    18
  1.0875279612122818E-01 a      1144     1    18     2    19
  7.8698910459236479E-02 a      1145     1    18     2    20
  1.5914777255639473E-02 a      1146     1    18     2    21
 -1.7807446269807986E-01 a      1147     1    18     2    22
  1.6618369502319551E-02 a      1148     1    18     2    23
 -1.5268697424465547E-02 a      1149     1    18     2    24
 -3.1981550953173191E-02 a      1150     1    18     2    25
 -3.5853862707479456E-01 a      1151     1    19     2     1
  1.8097568490438481E-01 a      1152     1    19     2     2
  3.0564346416040916E-01 a      1153     1    19     2     3
 -1.0143359069805702E-01 a      1154     1    19     2     4
  9.3742742141068133E-02 a      1155     1    19     2     5
  8.2405457617039046E-02 a      1156     1    19     2     6
  2.1636315577386600E-01 a      1157     1    19     2     7
 -6.4138329139945244E-02 a      1158     1    19     2     8
  6.8683419620966607E-02 a      1159     1    19     2     9
  1.6640902208375577E-01 a      1160     1    19     2    10
 -3.3038205654687414E-01 a      1161     1    19     2    11
  1.4932799583699435E-01 a      1162     1    19     2    12
 -3.6441699410141160E-01 a      1163     1    19     2    13
 -7.5553784393206105E-02 a      1164     1    19     2    14
 -2.2600733722655711E-02 a      1165     1    19     2    15
  3.1806187761717647E-01 a      1166     1    19     2    16
 -1.7002714369078392E-01 a      1167     1    19     2    17
  3.2381735434044844E-02 a      1168     1    19     2    18
 -3.5581676985806117E-02 a      1169     1    19     2    19
 -3.3624087890865795E-02 a      1170     1    19     2    20
 -2.6800741157722813E-01 a      1171     1    19     2    21
  2.1394121801740784E-01 a      1172     1    19     2    22
  3.1249585920771383E-01 a      1173     1    19     2    23
 -2.6871921257515213E-01 a      1174     1    19     2    24
 -9.2883924442216326E-02 a      1175     1    19     2    25
  1.1346950210929457E-01 a      1176     1    20     2     1
 -6.6525659890634900E-02 a      1177     1    20     2     2
 -1.2627466446849075E-01 a      1178     1    20     2     3
  9.0462280171615825E-02 a      1179     1    20     2     4
  2.9682699784021588E-01 a      1180     1    20     2     5
 -2.8772783612505942E-01 a      1181     1    20     2     6
  9.2439391394045639E-02 a      1182     1    20     2     7
  1.3688014417572111E-01 a      1183     1    20     2     8
 -1.3186422522574834E-01 a      1184     1    20     2     9
  3.1598519822684634E-01 a      1185     1    20     2    10
  1.7176069098775726E-01 a      1186     1    20     2    11
  2.3418846012490546E-01 a      1187     1    20     2    12
  3.0439495110438064E-01 a      1188     1    20     2    13
  2.3231635431072259E-01 a      1189     1    20     2    14
 -1.6248891180577396E-01 a      1190     1    20     2    15
 -5.7619554516483068E-02 a      1191     1    20     2    16
  2.9917379613172446E-01 a      1192     1    20     2    17
 -2.4611182225974143E-01 a      1193     1    20     2    18
 -6.1648471135720126E-02 a      1194     1    20     2    19
 -8.5048898474649359E-02 a      1195     1    20     2    20
 -2.3035984584850322E-01 a      1196     1    20     2    21
  2.4435544328571368E-01 a      1197     1    20     2    22
 -1.0050688072816738E-01 a      1198     1    20     2    23
 -2.7074687978611023E-01 a      1199     1    20     2    24
  8.9518832072739210E-02 a      1200     1    20     2    25
 -1.3609348780296279E-01 a      1201     1    21     2     1
  2.8172759868338620E-01 a      1202     1    21     2     2
  4.8417274937482567E-02 a      1203     1    21     2     3
  1.8700960141289000E-01 a      1204     1    21     2     4
 -5.4974468261957332E-01 a      1205     1    21     2     5
  4.1416470810613454E-01 a      1206     1    21     2     6
  8.0434378497145603E-02 a      1207     1    21     2     7
  1.8902226051514831E-01 a      1208     1    21     2     8
  2.7885327855796932E-01 a      1209     1    21     2     9
 -2.5433181802225896E-01 a      1210     1    21     2    10
  2.3677436747945296E-01 a      1211     1    21     2    11
 -4.1032216871002739E-02 a      1212     1    21     2    12
  7.6664317813810501E-02 a      1213     1    21     2    13
 -3.5032450449636449E-01 a      1214     1    21     2    14
  3.7848261126290215E-02 a      1215     1    21     2    15
 -1.9997675805291801E-01 a      1216     1    21     2    16
 -1.1586386341498464E-01 a      1217     1    21     2    17
  2.5093714302199177E-01 a      1218     1    21     2    18
  3.3785537878619348E-01 a      1219     1    21     2    19
  2.4271426808316665E-01 a      1220     1    21     2    20
 -9.0116424516831629E-04 a      1221     1    21     2    21
 -2.9633405829212950E-01 a      1222     1    21     2    22
 -2.4012622342735948E-02 a      1223     1    21     2    23
 -1.5868894035560191E-01 a      1224     1    21     2    24
 -2.9381797088836414E-01 a      1225     1    21     2    25
  2.4106227484165335E-01 a      1226     1    22     2     1
  4.7797446844035268E-01 a      1227     1    22     2     2
  2.2406902181207303E-01 a      1228     1    22     2     3
  3.0664294107206025E-01 a      1229     1    22     2     4
 -1.0125735849723090E-01 a      1230     1    22     2     5
  1.9228441273377592E-01 a      1231     1    22     2     6
 -7.7725194248362731E-02 a      1232     1    22     2     7
 -3.0163441687248660E-01 a      1233     1    22     2     8
  3.0135321644855317E-01 a      1234     1    22     2     9
 -1.6289493171091896E-01 a      1235     1    22     2    10
 -1.9519266005703992E-01 a      1236     1    22     2    11
 -1.4083196376217485E-02 a      1237     1    22     2    12
 -1.5055399017041803E-02 a      1238     1    22     2    13
  1.0791285454988296E-01 a      1239     1    22     2    14
  3.4674605610090348E-01 a      1240     1    22     2    15
  2.4981042127976172E-01 a      1241     1    22     2    16
  2.7741923776596317E-01 a      1242     1    22     2    17
 -7.4156440292839673E-02 a      1243     1    22     2    18
 -3.1161747212847624E-01 a      1244     1    22     2    19
 -2.3740039638063762E-01 a      1245     1    22     2    20
 -1.2685837638182737E-01 a      1246     1    22     2    21
 -3.3184343106602532E-01 a      1247     1    22     2    22
  2.9213197997517608E-03 a      1248     1    22     2    23
 -1.9295940284734558E-01 a      1249     1    22     2    24
 -7.7925629276030084E-02 a      1250     1    22     2    25
 -3.7340348907193804E-01 a      1251     1    23     2     1
 -8.1178292087697321E-02 a      1252     1    23     2     2
 -2.5749859413662274E-01 a      1253     1    23     2     3
  4.1550388310204062E-01 a      1254     1    23     2     4
 -3.8462451750672333E-01 a      1255     1    23     2     5
  4.0193272361811172E-01 a      1256     1    23     2     6
  1.7939203982869514E-01 a      1257     1    23     2     7
  3.3507915280005723E-01 a      1258     1    23     2     8
  1.2838399915773582E-01 a      1259     1    23     2     9
  4.7922893184542112E-02 a      1260     1    23     2    10
 -2.4668518975872350E-01 a      1261     1    23     2    11
 -1.3152212104241079E-01 a      1262     1    23     2    12
  7.3015814494148415E-02 a      1263     1    23     2    13
 -2.9017329908291262E-01 a      1264     1    23     2    14
 -2.0398351473633961E-01 a      1265     1    23     2    15
  2.7853867791471509E-01 a      1266     1    23     2    16
  1.2791833925258658E-01 a      1267     1    23     2    17
  2.3960777142117548E-01 a      1268     1    23     2    18
  1.0240258741512251E-02 a      1269     1    23     2    19
 -1.9450333145125506E-01 a      1270     1    23     2    20
  2.3339927016729795E-01 a      1271     1    23     2    21
  1.7389385852068856E-01 a      1272     1    23     2    22
 -1.6323103382490151E-01 a      1273     1    23     2    23
  2.8306531206237584E-01 a      1274     1    23     2    24
 -7.7592195783209542E-02 a      1275     1    23     2    25
  1.7896863132860480E-01 a      1276     1    24     2     1
 -1.5603266451522657E-01 a      1277     1    24     2     2
 -3.5114932876903515E-01 a      1278     1    24     2     3
  2.9602771808377681E-01 a      1279     1    24     2     4
 -1.6434181904043127E-01 a      1280     1    24     2     5
  2.7066258381721428E-02 a      1281     1    24     2     6
  2.4787025577747485E-01 a      1282     1    24     2     7
  1.0913786388157665E-01 a      1283     1    24     2     8
  1.1399275807832958E-01 a      1284     1    24     2     9
  2.0337555402626159E-01 a      1285     1    24     2    10
 -1.6735082350961020E-01 a      1286     1    24     2    11
 -1.6566690905749185E-01 a      1287     1    24     2    12
  2.8706273773265858E-02 a      1288     1    24     2    13
 -4.8151200833327898E-02 a      1289     1    24     2    14
  1.9540824587486158E-01 a      1290     1    24     2    15
 -2.1412079975758017E-02 a      1291     1    24     2    16
  1.7053302980042648E-01 a      1292     1    24     2    17
  7.2206433565456626E-02 a      1293     1    24     2    18
  3.0935282276738912E-01 a      1294     1    24     2    19
  2.9583122593933942E-01 a      1295     1    24     2    20
 -1.8938842596364103E-01 a      1296     1    24     2    21
  3.9282094148936636E-01 a      1297     1    24     2    22
  2.9978565052710249E-01 a      1298     1    24     2    23
 -3.6747395975583741E-01 a      1299     1    24     2    24
 -3.4910650622218614E-01 a      1300     1    24     2    25
  1.4934124910263502E-01 a      1301     1    25     2     1
 -2.2188712500571028E-01 a      1302     1    25     2     2
  1.0269506211118713E-01 a      1303     1    25     2     3
 -4.0854619457633723E-01 a      1304     1    25     2     4
  1.9358430430469595E-01 a      1305     1    25     2     5
 -1.7159990363547600E-01 a      1306     1    25     2     6
  2.5533487999499060E-01 a      1307     1    25     2     7
 -5.1450042313402000E-01 a      1308     1    25     2     8
  2.5351840574008633E-02 a      1309     1    25     2     9
  1.7705069498341347E-01 a      1310     1    25     2    10
 -1.9127811376949713E-01 a      1311     1    25     2    11
  1.1763245469380780E-01 a      1312     1    25     2    12
 -4.4213385164127574E-02 a      1313     1    25     2    13
  3.4571195704804714E-01 a      1314     1    25     2    14
 -4.0524093542634455E-02 a      1315     1    25     2    15
  9.9323379020992364E-02 a      1316     1    25     2    16
  9.6814770482680029E-02 a      1317     1    25     2    17
 -7.2463881246901986E-03 a      1318     1    25     2    18
 -2.6813445832074073E-01 a      1319     1    25     2    19
  1.1287269590222325E-01 a      1320     1    25     2    20
 -9.6467409247621649E-02 a      1321     1    25     2    21
 -2.8221884155840826E-01 a      1322     1    25     2    22
  1.2858986726807470E-01 a      1323     1    25     2    23
 -5.3346860168707270E-03 a      1324     1    25     2    24
  7.0649520477053071E-02 a      1325     1    25     2    25
 -5.5347326586187164E-02 b      1326     2     1
  8.0022743217024461E-02 b      1327     2     2
 -1.5296846526319538E-01 b      1328     2     3
 -4.1406734079786740E-02 b      1329     2     4
 -1.2192361184637542E-01 b      1330     2     5
  5.8547599458554068E-02 b      1331     2     6
 -1.0440079936754416E-01 b      1332     2     7
  9.2579303284298448E-02 b      1333     2     8
 -8.1434375967358585E-02 b      1334     2     9
  1.8119347953239825E-01 b      1335     2    10
 -3.9796442957712570E-02 b      1336     2    11
 -1.1686517596379427E-02 b      1337     2    12
 -8.2411726093027771E-02 b      1338     2    13
 -1.3444831010286019E-02 b      1339     2    14
  2.2035964399929546E-02 b      1340     2    15
 -1.5082262413035724E-01 b      1341     2    16
 -1.6977896429939310E-01 b      1342     2    17
  1.2865360236353421E-01 b      1343     2    18
  2.8308565021872137E-02 b      1344     2    19
 -5.7940195959257063E-02 b      1345     2    20
 -5.9701439231980777E-02 b      1346     2    21
  5.7759817766188298E-02 b      1347     2    22
  1.5528306350127905E-01 b      1348     2    23
  2.6353956555450953E-01 b      1349     2    24
 -1.0098829496732277E-01 b      1350     2    25
 -4.4441775135512285E-01 a      1351     2     1     3     1
 -6.5683999392228387E-01 a      1352     2     2     3     1
 -4.8642218205532312E-01 a      1353     2     3     3     1
 -1.4216602580722668E-01 a      1354     2     4     3     1
 -6.5773133399322503E-01 a      1355     2     5     3     1
 -6.4236722778142630E-01 a      1356     2     6     3     1
 -2.0987599507795059E-02 a      1357     2     7     3     1
 -7.7551903883738726E-01 a      1358     2     8     3     1
  9.3464524378816738E-01 a      1359     2     9     3     1
 -4.7867832374304031E-01 a      1360     2    10     3     1
 -6.9624684723527430E-01 a      1361     2    11     3     1
  9.8135949962452307E-01 a      1362     2    12     3     1
  2.6711201017778713E-01 a      1363     2    13     3     1
 -4.8639632256483550E-01 a      1364     2    14     3     1
  6.0037868537846939E-01 a      1365     2    15     3     1
 -9.3652828177910361E-02 a      1366     2    16     3     1
 -6.7584019062149980E-01 a      1367     2    17     3     1
 -8.4616786138310773E-01 a      1368     2    18     3     1
 -3.7494600429469560E-01 a      1369     2    19     3     1
 -7.3060389256634617E-01 a      1370     2    20     3     1
 -2.8947145683416631E-01 a      1371     2    21     3     1
  1.1580685713371205E-01 a      1372     2    22     3     1
 -5.3799201692412357E-01 a      1373     2    23     3     1
 -2.7328687922139439E-01 a      1374     2    24     3     1
 -1.5183935747086838E-01 a      1375     2    25     3     1
  1.0592196700772284E-01 b      1376     3     1
